account_id,instrument_id,holding_quantity,average_cost,market_price,market_value
ACC000254,INS00059,20,1881.26,2386.31,47726.20
ACC000189,INS00100,100,2014.13,1926.16,192616.00
ACC000532,INS00040,5,610.03,194.99,974.95
ACC000186,INS00111,20,1330.88,1218.57,24371.40
ACC000509,INS00037,50,2063.05,298.37,14918.50
ACC000202,INS00108,20,1166.26,850.17,17003.40
ACC000701,INS00006,50,1161.33,181.28,9064.00
ACC000669,INS00039,10,1936.23,218.91,2189.10
ACC000346,INS00064,1,593.42,729.71,729.71
ACC000083,INS00035,50,1071.49,2143.35,107167.50
ACC000789,INS00001,25,689.49,1573.68,39342.00
ACC000238,INS00114,50,2034.42,1855.25,92762.50
ACC000074,INS00066,100,1968.82,1878.41,187841.00
ACC000081,INS00108,5,1623.66,850.17,4250.85
ACC000320,INS00048,100,2169.67,1252.22,125222.00
ACC000739,INS00065,20,2249.38,258.02,5160.40
ACC000255,INS00108,10,975.97,850.17,8501.70
ACC000073,INS00035,1,1483.18,2143.35,2143.35
ACC000252,INS00063,20,1648.26,1990.39,39807.80
ACC000726,INS00057,3,1047.67,2291.85,6875.55
ACC000296,INS00107,2,1438.52,2398.47,4796.94
ACC000001,INS00044,5,2372.04,1726.72,8633.60
ACC000659,INS00115,2,1896.71,265.88,531.76
ACC000371,INS00011,100,735.28,2342.69,234269.00
ACC000453,INS00044,20,2362.93,1726.72,34534.40
ACC000288,INS00054,25,691.06,2355.51,58887.75
ACC000453,INS00048,1,976.90,1252.22,1252.22
ACC000505,INS00034,50,2136.41,2251.55,112577.50
ACC000116,INS00023,20,1729.31,570.07,11401.40
ACC000117,INS00023,25,1142.32,570.07,14251.75
ACC000242,INS00048,20,2271.32,1252.22,25044.40
ACC000466,INS00095,5,2121.96,1127.64,5638.20
ACC000618,INS00057,50,1839.75,2291.85,114592.50
ACC000487,INS00092,1,1600.29,217.65,217.65
ACC000337,INS00106,1,709.38,2464.79,2464.79
ACC000449,INS00093,5,737.68,489.04,2445.20
ACC000434,INS00062,5,2044.52,2248.81,11244.05
ACC000617,INS00021,10,659.32,2333.39,23333.90
ACC000044,INS00051,5,2258.11,241.43,1207.15
ACC000794,INS00072,10,502.49,1413.22,14132.20
ACC000261,INS00030,5,2159.79,1909.59,9547.95
ACC000261,INS00101,2,336.26,220.29,440.58
ACC000596,INS00100,105,369.95,1926.16,202246.80
ACC000001,INS00091,1,2255.90,354.03,354.03
ACC000380,INS00001,1,322.97,1573.68,1573.68
ACC000434,INS00024,50,307.75,186.27,9313.50
ACC000649,INS00026,20,1955.00,1424.47,28489.40
ACC000484,INS00011,25,2314.75,2342.69,58567.25
ACC000671,INS00081,20,1772.73,1784.41,35688.20
ACC000147,INS00060,50,331.18,1623.04,81152.00
ACC000611,INS00088,50,242.24,431.96,21598.00
ACC000085,INS00002,5,2091.39,242.59,1212.95
ACC000071,INS00002,50,784.50,242.59,12129.50
ACC000654,INS00065,20,1721.54,258.02,5160.40
ACC000546,INS00063,100,969.67,1990.39,199039.00
ACC000432,INS00033,5,2188.24,190.76,953.80
ACC000301,INS00102,10,812.56,2225.24,22252.40
ACC000787,INS00006,50,2045.46,181.28,9064.00
ACC000744,INS00072,50,1287.60,1413.22,70661.00
ACC000643,INS00022,2,976.43,451.67,903.34
ACC000252,INS00071,10,1510.99,2357.58,23575.80
ACC000016,INS00087,5,1798.58,2168.72,10843.60
ACC000073,INS00036,5,620.81,1393.64,6968.20
ACC000676,INS00046,5,1684.73,2100.81,10504.05
ACC000346,INS00051,10,126.02,241.43,2414.30
ACC000111,INS00061,20,995.87,337.72,6754.40
ACC000545,INS00021,5,1424.46,2333.39,11666.95
ACC000059,INS00050,10,1719.92,335.70,3357.00
ACC000214,INS00033,10,1918.91,190.76,1907.60
ACC000144,INS00095,50,450.79,1127.64,56382.00
ACC000199,INS00093,20,2295.20,489.04,9780.80
ACC000094,INS00056,10,2205.65,1471.01,14710.10
ACC000302,INS00085,100,630.46,1113.22,111322.00
ACC000674,INS00068,25,2233.98,856.28,21407.00
ACC000038,INS00089,50,1926.82,1465.67,73283.50
ACC000641,INS00001,2,748.03,1573.68,3147.36
ACC000220,INS00105,100,2243.33,722.51,72251.00
ACC000041,INS00078,20,634.34,2378.47,47569.40
ACC000484,INS00106,10,2215.71,2464.79,24647.90
ACC000310,INS00090,10,2130.88,1877.26,18772.60
ACC000649,INS00089,10,1931.09,1465.67,14656.70
ACC000022,INS00063,2,476.82,1990.39,3980.78
ACC000360,INS00017,5,589.84,1174.43,5872.15
ACC000773,INS00086,5,1738.67,294.16,1470.80
ACC000536,INS00032,100,2072.25,584.03,58403.00
ACC000441,INS00033,2,1915.16,190.76,381.52
ACC000618,INS00071,100,924.63,2357.58,235758.00
ACC000202,INS00003,20,505.09,141.48,2829.60
ACC000142,INS00018,2,458.59,1204.59,2409.18
ACC000046,INS00066,25,536.15,1878.41,46960.25
ACC000177,INS00076,2,915.90,420.21,840.42
ACC000178,INS00051,10,1854.74,241.43,2414.30
ACC000300,INS00074,20,348.52,411.12,8222.40
ACC000197,INS00110,5,207.63,510.14,2550.70
ACC000781,INS00056,20,988.46,1471.01,29420.20
ACC000265,INS00034,25,1012.40,2251.55,56288.75
ACC000746,INS00071,25,231.37,2357.58,58939.50
ACC000564,INS00021,5,194.47,2333.39,11666.95
ACC000397,INS00024,20,1038.32,186.27,3725.40
ACC000222,INS00030,25,2300.14,1909.59,47739.75
ACC000198,INS00067,5,1560.14,1559.89,7799.45
ACC000199,INS00043,50,1433.01,277.51,13875.50
ACC000247,INS00036,25,599.18,1393.64,34841.00
ACC000744,INS00038,100,275.00,1592.63,159263.00
ACC000443,INS00106,20,1057.62,2464.79,49295.80
ACC000529,INS00051,20,1753.96,241.43,4828.60
ACC000264,INS00058,2,1938.56,1445.86,2891.72
ACC000069,INS00016,100,2338.54,2269.08,226908.00
ACC000394,INS00038,20,1126.45,1592.63,31852.60
ACC000578,INS00011,50,928.14,2342.69,117134.50
ACC000042,INS00084,25,1419.06,1228.71,30717.75
ACC000566,INS00023,20,1634.15,570.07,11401.40
ACC000272,INS00027,2,635.35,686.11,1372.22
ACC000225,INS00009,2,519.82,823.52,1647.04
ACC000510,INS00096,20,1303.22,911.38,18227.60
ACC000112,INS00025,5,156.87,2136.03,10680.15
ACC000346,INS00069,10,1917.14,832.19,8321.90
ACC000791,INS00089,2,1613.45,1465.67,2931.34
ACC000083,INS00029,50,1085.80,381.36,19068.00
ACC000750,INS00051,11,2081.66,241.43,2655.73
ACC000761,INS00040,2,123.04,194.99,389.98
ACC000279,INS00116,10,1742.15,2303.84,23038.40
ACC000031,INS00052,100,1253.19,1058.08,105808.00
ACC000798,INS00022,1,1560.47,451.67,451.67
ACC000481,INS00085,100,531.16,1113.22,111322.00
ACC000203,INS00042,100,581.49,1077.92,107792.00
ACC000452,INS00022,2,2042.07,451.67,903.34
ACC000630,INS00006,50,1030.71,181.28,9064.00
ACC000369,INS00069,20,940.37,832.19,16643.80
ACC000613,INS00101,25,2218.51,220.29,5507.25
ACC000175,INS00068,100,494.91,856.28,85628.00
ACC000586,INS00099,5,536.49,2375.62,11878.10
ACC000736,INS00029,25,134.02,381.36,9534.00
ACC000477,INS00028,2,494.94,150.85,301.70
ACC000786,INS00059,10,707.31,2386.31,23863.10
ACC000716,INS00017,2,2054.68,1174.43,2348.86
ACC000604,INS00096,100,1771.87,911.38,91138.00
ACC000230,INS00067,50,2330.99,1559.89,77994.50
ACC000044,INS00027,25,1829.45,686.11,17152.75
ACC000736,INS00103,2,2066.50,1705.52,3411.04
ACC000133,INS00047,20,1144.32,2157.67,43153.40
ACC000056,INS00025,1,430.17,2136.03,2136.03
ACC000664,INS00054,10,1070.04,2355.51,23555.10
ACC000274,INS00003,50,1945.07,141.48,7074.00
ACC000318,INS00092,1,1477.96,217.65,217.65
ACC000360,INS00009,5,2085.10,823.52,4117.60
ACC000363,INS00107,10,508.38,2398.47,23984.70
ACC000044,INS00008,2,1245.72,772.43,1544.86
ACC000351,INS00040,10,1044.05,194.99,1949.90
ACC000256,INS00028,20,1861.77,150.85,3017.00
ACC000186,INS00028,100,990.46,150.85,15085.00
ACC000778,INS00015,1,1221.39,325.00,325.00
ACC000368,INS00058,1,1251.57,1445.86,1445.86
ACC000441,INS00036,50,553.40,1393.64,69682.00
ACC000278,INS00096,100,1676.43,911.38,91138.00
ACC000002,INS00113,10,1831.44,2172.34,21723.40
ACC000165,INS00079,1,128.18,776.64,776.64
ACC000335,INS00058,2,2218.08,1445.86,2891.72
ACC000358,INS00104,1,276.56,1443.41,1443.41
ACC000141,INS00008,5,721.92,772.43,3862.15
ACC000569,INS00040,5,2298.29,194.99,974.95
ACC000157,INS00071,2,1709.02,2357.58,4715.16
ACC000579,INS00029,20,991.22,381.36,7627.20
ACC000460,INS00031,1,966.30,275.13,275.13
ACC000736,INS00022,5,2262.93,451.67,2258.35
ACC000519,INS00071,5,2254.18,2357.58,11787.90
ACC000555,INS00085,20,1964.96,1113.22,22264.40
ACC000560,INS00034,1,924.62,2251.55,2251.55
ACC000084,INS00026,5,262.00,1424.47,7122.35
ACC000406,INS00118,100,1992.40,1655.29,165529.00
ACC000059,INS00058,50,1414.02,1445.86,72293.00
ACC000336,INS00074,25,1690.11,411.12,10278.00
ACC000435,INS00110,10,223.49,510.14,5101.40
ACC000315,INS00086,25,657.69,294.16,7354.00
ACC000224,INS00063,50,2054.74,1990.39,99519.50
ACC000761,INS00044,25,1832.96,1726.72,43168.00
ACC000633,INS00021,10,1784.93,2333.39,23333.90
ACC000577,INS00089,5,947.82,1465.67,7328.35
ACC000118,INS00052,10,1124.31,1058.08,10580.80
ACC000553,INS00097,25,705.01,2338.47,58461.75
ACC000163,INS00090,10,1784.56,1877.26,18772.60
ACC000497,INS00097,50,2056.57,2338.47,116923.50
ACC000151,INS00073,5,1483.67,1686.90,8434.50
ACC000307,INS00023,5,901.44,570.07,2850.35
ACC000010,INS00022,10,944.20,451.67,4516.70
ACC000473,INS00110,1,383.49,510.14,510.14
ACC000197,INS00001,1,906.72,1573.68,1573.68
ACC000432,INS00117,5,2322.00,1635.76,8178.80
ACC000089,INS00025,5,1703.16,2136.03,10680.15
ACC000633,INS00082,5,717.26,1312.14,6560.70
ACC000195,INS00020,2,1248.50,1176.39,2352.78
ACC000741,INS00102,2,1444.99,2225.24,4450.48
ACC000598,INS00091,100,429.85,354.03,35403.00
ACC000255,INS00083,1,329.68,1776.11,1776.11
ACC000097,INS00062,20,1585.67,2248.81,44976.20
ACC000073,INS00095,2,1442.91,1127.64,2255.28
ACC000199,INS00021,20,2030.94,2333.39,46667.80
ACC000016,INS00002,25,644.46,242.59,6064.75
ACC000133,INS00057,50,1642.81,2291.85,114592.50
ACC000343,INS00078,20,532.13,2378.47,47569.40
ACC000778,INS00025,5,814.13,2136.03,10680.15
ACC000788,INS00033,100,1409.00,190.76,19076.00
ACC000248,INS00012,50,1756.65,676.70,33835.00
ACC000050,INS00075,10,1196.15,273.30,2733.00
ACC000406,INS00113,2,1307.79,2172.34,4344.68
ACC000650,INS00119,5,1435.44,558.64,2793.20
ACC000497,INS00053,50,196.71,1409.33,70466.50
ACC000608,INS00035,50,1466.50,2143.35,107167.50
ACC000411,INS00108,25,1808.46,850.17,21254.25
ACC000023,INS00072,1,1329.78,1413.22,1413.22
ACC000462,INS00067,100,2187.43,1559.89,155989.00
ACC000555,INS00053,5,2386.83,1409.33,7046.65
ACC000453,INS00026,10,2370.64,1424.47,14244.70
ACC000777,INS00010,10,803.70,220.80,2208.00
ACC000406,INS00021,5,799.87,2333.39,11666.95
ACC000081,INS00067,5,647.98,1559.89,7799.45
ACC000008,INS00011,100,1640.45,2342.69,234269.00
ACC000374,INS00109,100,778.96,1323.90,132390.00
ACC000039,INS00057,50,2093.38,2291.85,114592.50
ACC000768,INS00110,25,325.94,510.14,12753.50
ACC000553,INS00007,100,1995.30,1192.58,119258.00
ACC000027,INS00098,10,1495.88,1272.53,12725.30
ACC000291,INS00076,55,950.83,420.21,23111.55
ACC000323,INS00044,50,419.29,1726.72,86336.00
ACC000551,INS00051,10,1105.32,241.43,2414.30
ACC000017,INS00111,10,1457.14,1218.57,12185.70
ACC000195,INS00026,25,1933.95,1424.47,35611.75
ACC000041,INS00010,25,2317.17,220.80,5520.00
ACC000458,INS00050,2,1400.07,335.70,671.40
ACC000362,INS00081,100,1036.91,1784.41,178441.00
ACC000039,INS00078,25,1122.40,2378.47,59461.75
ACC000306,INS00093,25,1620.07,489.04,12226.00
ACC000033,INS00074,2,692.77,411.12,822.24
ACC000769,INS00047,1,654.61,2157.67,2157.67
ACC000148,INS00021,2,1624.62,2333.39,4666.78
ACC000775,INS00120,25,644.89,760.96,19024.00
ACC000257,INS00088,100,1120.43,431.96,43196.00
ACC000676,INS00039,5,2002.30,218.91,1094.55
ACC000691,INS00090,100,264.20,1877.26,187726.00
ACC000526,INS00090,2,2391.20,1877.26,3754.52
ACC000671,INS00046,2,2381.61,2100.81,4201.62
ACC000732,INS00110,5,780.35,510.14,2550.70
ACC000523,INS00046,20,848.93,2100.81,42016.20
ACC000358,INS00009,100,2215.68,823.52,82352.00
ACC000729,INS00053,50,160.11,1409.33,70466.50
ACC000460,INS00094,1,1366.31,349.57,349.57
ACC000318,INS00012,25,2205.19,676.70,16917.50
ACC000026,INS00060,10,2056.61,1623.04,16230.40
ACC000632,INS00047,25,2294.33,2157.67,53941.75
ACC000509,INS00012,2,1203.34,676.70,1353.40
ACC000175,INS00058,1,2359.05,1445.86,1445.86
ACC000218,INS00031,50,1695.54,275.13,13756.50
ACC000461,INS00095,2,1370.03,1127.64,2255.28
ACC000148,INS00099,5,2021.66,2375.62,11878.10
ACC000361,INS00006,20,958.80,181.28,3625.60
ACC000094,INS00040,100,2306.96,194.99,19499.00
ACC000601,INS00030,2,1288.28,1909.59,3819.18
ACC000585,INS00009,100,125.97,823.52,82352.00
ACC000708,INS00086,2,1034.66,294.16,588.32
ACC000183,INS00069,50,780.36,832.19,41609.50
ACC000575,INS00053,50,2285.38,1409.33,70466.50
ACC000330,INS00036,5,1975.33,1393.64,6968.20
ACC000582,INS00063,25,1519.30,1990.39,49759.75
ACC000642,INS00097,10,2303.11,2338.47,23384.70
ACC000437,INS00028,2,424.07,150.85,301.70
ACC000075,INS00090,25,1253.94,1877.26,46931.50
ACC000334,INS00011,20,592.04,2342.69,46853.80
ACC000023,INS00063,2,1364.27,1990.39,3980.78
ACC000018,INS00052,1,237.80,1058.08,1058.08
ACC000463,INS00083,25,2180.15,1776.11,44402.75
ACC000393,INS00095,2,339.80,1127.64,2255.28
ACC000029,INS00013,50,1101.99,903.22,45161.00
ACC000189,INS00018,5,748.32,1204.59,6022.95
ACC000141,INS00085,1,2069.13,1113.22,1113.22
ACC000291,INS00029,2,551.46,381.36,762.72
ACC000316,INS00046,50,2031.33,2100.81,105040.50
ACC000525,INS00052,25,1954.53,1058.08,26452.00
ACC000274,INS00096,10,851.74,911.38,9113.80
ACC000575,INS00013,25,2098.89,903.22,22580.50
ACC000520,INS00008,100,1706.58,772.43,77243.00
ACC000789,INS00027,2,420.73,686.11,1372.22
ACC000300,INS00043,10,1507.31,277.51,2775.10
ACC000051,INS00098,2,560.98,1272.53,2545.06
ACC000651,INS00118,50,2031.07,1655.29,82764.50
ACC000383,INS00006,20,323.73,181.28,3625.60
ACC000298,INS00005,2,2397.90,664.65,1329.30
ACC000384,INS00075,2,1897.39,273.30,546.60
ACC000108,INS00113,1,688.56,2172.34,2172.34
ACC000656,INS00013,2,1945.14,903.22,1806.44
ACC000233,INS00120,2,769.54,760.96,1521.92
ACC000520,INS00016,20,509.82,2269.08,45381.60
ACC000693,INS00073,10,2386.43,1686.90,16869.00
ACC000355,INS00049,1,1203.00,309.39,309.39
ACC000011,INS00061,50,499.53,337.72,16886.00
ACC000205,INS00030,5,1391.45,1909.59,9547.95
ACC000172,INS00030,25,2119.48,1909.59,47739.75
ACC000636,INS00068,10,186.66,856.28,8562.80
ACC000460,INS00112,5,1934.53,447.96,2239.80
ACC000127,INS00083,10,169.16,1776.11,17761.10
ACC000310,INS00060,2,1621.66,1623.04,3246.08
ACC000554,INS00041,5,1116.43,844.27,4221.35
ACC000411,INS00076,1,438.03,420.21,420.21
ACC000733,INS00037,5,664.41,298.37,1491.85
ACC000650,INS00110,1,1038.38,510.14,510.14
ACC000178,INS00108,10,1471.47,850.17,8501.70
ACC000125,INS00078,1,124.70,2378.47,2378.47
ACC000563,INS00085,2,1953.75,1113.22,2226.44
ACC000588,INS00027,25,672.79,686.11,17152.75
ACC000181,INS00070,25,1435.50,1751.26,43781.50
ACC000219,INS00078,20,563.02,2378.47,47569.40
ACC000470,INS00115,10,2185.75,265.88,2658.80
ACC000546,INS00038,5,1089.02,1592.63,7963.15
ACC000794,INS00037,25,2018.31,298.37,7459.25
ACC000352,INS00088,20,2065.44,431.96,8639.20
ACC000416,INS00056,25,2172.60,1471.01,36775.25
ACC000333,INS00025,100,1587.47,2136.03,213603.00
ACC000186,INS00050,20,1901.15,335.70,6714.00
ACC000387,INS00115,50,2127.00,265.88,13294.00
ACC000579,INS00036,1,381.93,1393.64,1393.64
ACC000139,INS00117,10,962.19,1635.76,16357.60
ACC000721,INS00094,1,770.06,349.57,349.57
ACC000295,INS00107,25,556.92,2398.47,59961.75
ACC000652,INS00040,100,859.07,194.99,19499.00
ACC000164,INS00063,100,1355.43,1990.39,199039.00
ACC000659,INS00090,2,1116.85,1877.26,3754.52
ACC000453,INS00057,5,1357.01,2291.85,11459.25
ACC000140,INS00060,100,892.71,1623.04,162304.00
ACC000254,INS00062,50,1091.78,2248.81,112440.50
ACC000659,INS00102,100,1174.76,2225.24,222524.00
ACC000002,INS00100,1,139.41,1926.16,1926.16
ACC000582,INS00007,2,880.23,1192.58,2385.16
ACC000691,INS00005,5,1049.55,664.65,3323.25
ACC000491,INS00063,2,1488.74,1990.39,3980.78
ACC000532,INS00110,20,1665.30,510.14,10202.80
ACC000677,INS00086,5,780.41,294.16,1470.80
ACC000032,INS00070,50,1653.41,1751.26,87563.00
ACC000674,INS00113,2,1045.61,2172.34,4344.68
ACC000096,INS00071,100,1294.00,2357.58,235758.00
ACC000233,INS00059,50,518.43,2386.31,119315.50
ACC000181,INS00014,5,897.08,2252.52,11262.60
ACC000175,INS00082,1,995.40,1312.14,1312.14
ACC000366,INS00065,10,1896.26,258.02,2580.20
ACC000008,INS00031,1,265.22,275.13,275.13
ACC000164,INS00046,1,1675.59,2100.81,2100.81
ACC000636,INS00077,20,1866.84,2492.39,49847.80
ACC000264,INS00011,2,377.25,2342.69,4685.38
ACC000747,INS00109,2,1061.36,1323.90,2647.80
ACC000240,INS00098,50,714.36,1272.53,63626.50
ACC000464,INS00010,50,1805.52,220.80,11040.00
ACC000424,INS00065,25,2069.81,258.02,6450.50
ACC000068,INS00110,5,1391.14,510.14,2550.70
ACC000094,INS00015,25,790.62,325.00,8125.00
ACC000271,INS00115,2,1302.01,265.88,531.76
ACC000689,INS00063,10,1964.08,1990.39,19903.90
ACC000071,INS00112,25,350.62,447.96,11199.00
ACC000147,INS00070,20,491.06,1751.26,35025.20
ACC000495,INS00102,10,520.38,2225.24,22252.40
ACC000720,INS00016,50,623.29,2269.08,113454.00
ACC000663,INS00055,100,543.19,2162.29,216229.00
ACC000388,INS00106,1,491.21,2464.79,2464.79
ACC000585,INS00027,10,120.64,686.11,6861.10
ACC000143,INS00088,20,509.39,431.96,8639.20
ACC000557,INS00094,10,1709.62,349.57,3495.70
ACC000455,INS00077,10,763.40,2492.39,24923.90
ACC000382,INS00062,2,1315.47,2248.81,4497.62
ACC000083,INS00041,5,2212.70,844.27,4221.35
ACC000293,INS00081,25,1042.60,1784.41,44610.25
ACC000671,INS00045,10,1906.52,1640.34,16403.40
ACC000272,INS00054,2,1925.59,2355.51,4711.02
ACC000366,INS00075,1,1865.65,273.30,273.30
ACC000101,INS00107,5,851.77,2398.47,11992.35
ACC000254,INS00116,2,2010.49,2303.84,4607.68
ACC000288,INS00093,20,848.51,489.04,9780.80
ACC000158,INS00059,100,1550.12,2386.31,238631.00
ACC000578,INS00052,2,269.37,1058.08,2116.16
ACC000308,INS00091,20,2308.97,354.03,7080.60
ACC000244,INS00095,20,336.59,1127.64,22552.80
ACC000601,INS00053,25,1736.46,1409.33,35233.25
ACC000151,INS00040,100,923.50,194.99,19499.00
ACC000701,INS00117,5,998.96,1635.76,8178.80
ACC000247,INS00100,5,1434.79,1926.16,9630.80
ACC000315,INS00101,20,410.08,220.29,4405.80
ACC000585,INS00087,5,1275.87,2168.72,10843.60
ACC000280,INS00104,20,1656.42,1443.41,28868.20
ACC000066,INS00034,100,403.49,2251.55,225155.00
ACC000359,INS00080,100,2184.79,2283.37,228337.00
ACC000526,INS00063,20,717.91,1990.39,39807.80
ACC000273,INS00042,25,632.44,1077.92,26948.00
ACC000631,INS00045,50,1855.36,1640.34,82017.00
ACC000131,INS00062,1,1127.73,2248.81,2248.81
ACC000267,INS00058,100,1925.77,1445.86,144586.00
ACC000131,INS00010,25,1849.21,220.80,5520.00
ACC000684,INS00073,50,2025.86,1686.90,84345.00
ACC000525,INS00071,5,1714.08,2357.58,11787.90
ACC000375,INS00092,5,1733.23,217.65,1088.25
ACC000050,INS00040,100,819.92,194.99,19499.00
ACC000573,INS00040,100,1223.81,194.99,19499.00
ACC000365,INS00116,50,1855.05,2303.84,115192.00
ACC000794,INS00067,20,1724.29,1559.89,31197.80
ACC000529,INS00025,20,415.20,2136.03,42720.60
ACC000505,INS00074,100,1815.40,411.12,41112.00
ACC000247,INS00009,25,476.07,823.52,20588.00
ACC000401,INS00093,50,321.98,489.04,24452.00
ACC000560,INS00069,5,1068.98,832.19,4160.95
ACC000007,INS00002,25,1403.43,242.59,6064.75
ACC000197,INS00071,100,229.44,2357.58,235758.00
ACC000189,INS00033,10,1398.44,190.76,1907.60
ACC000131,INS00038,25,548.40,1592.63,39815.75
ACC000203,INS00108,1,2148.58,850.17,850.17
ACC000296,INS00066,1,595.43,1878.41,1878.41
ACC000355,INS00059,1,2293.26,2386.31,2386.31
ACC000127,INS00098,25,1417.28,1272.53,31813.25
ACC000186,INS00068,20,1829.71,856.28,17125.60
ACC000122,INS00103,1,747.62,1705.52,1705.52
ACC000684,INS00047,1,508.89,2157.67,2157.67
ACC000411,INS00013,20,1491.49,903.22,18064.40
ACC000450,INS00039,20,1583.45,218.91,4378.20
ACC000029,INS00010,100,923.00,220.80,22080.00
ACC000625,INS00017,5,1340.30,1174.43,5872.15
ACC000310,INS00056,50,2065.31,1471.01,73550.50
ACC000017,INS00086,1,2200.38,294.16,294.16
ACC000206,INS00114,50,1098.84,1855.25,92762.50
ACC000273,INS00102,5,295.83,2225.24,11126.20
ACC000122,INS00119,2,1467.92,558.64,1117.28
ACC000617,INS00025,1,1694.21,2136.03,2136.03
ACC000118,INS00034,50,1640.70,2251.55,112577.50
ACC000474,INS00016,1,2117.65,2269.08,2269.08
ACC000362,INS00112,25,387.88,447.96,11199.00
ACC000219,INS00022,50,1696.75,451.67,22583.50
ACC000081,INS00057,10,2364.73,2291.85,22918.50
ACC000246,INS00024,1,1062.64,186.27,186.27
ACC000316,INS00025,10,238.57,2136.03,21360.30
ACC000201,INS00065,25,678.29,258.02,6450.50
ACC000230,INS00118,100,589.06,1655.29,165529.00
ACC000427,INS00039,2,1092.95,218.91,437.82
ACC000644,INS00001,51,1212.65,1573.68,80257.68
ACC000430,INS00044,2,466.87,1726.72,3453.44
ACC000375,INS00068,100,1514.41,856.28,85628.00
ACC000575,INS00017,100,856.18,1174.43,117443.00
ACC000562,INS00088,100,697.48,431.96,43196.00
ACC000081,INS00062,25,789.28,2248.81,56220.25
ACC000658,INS00086,5,185.34,294.16,1470.80
ACC000652,INS00075,25,1290.13,273.30,6832.50
ACC000225,INS00079,1,1875.95,776.64,776.64
ACC000203,INS00017,25,706.73,1174.43,29360.75
ACC000637,INS00094,10,1025.43,349.57,3495.70
ACC000449,INS00041,20,1611.34,844.27,16885.40
ACC000769,INS00089,10,893.19,1465.67,14656.70
ACC000303,INS00032,1,2244.44,584.03,584.03
ACC000268,INS00092,100,485.23,217.65,21765.00
ACC000448,INS00118,2,1026.56,1655.29,3310.58
ACC000142,INS00105,1,1242.27,722.51,722.51
ACC000225,INS00048,25,2075.67,1252.22,31305.50
ACC000663,INS00099,2,1456.52,2375.62,4751.24
ACC000545,INS00056,10,512.53,1471.01,14710.10
ACC000131,INS00068,25,2261.20,856.28,21407.00
ACC000580,INS00037,1,1179.79,298.37,298.37
ACC000475,INS00037,10,1069.80,298.37,2983.70
ACC000018,INS00110,2,454.01,510.14,1020.28
ACC000020,INS00026,20,682.16,1424.47,28489.40
ACC000238,INS00017,10,203.88,1174.43,11744.30
ACC000523,INS00096,100,1149.24,911.38,91138.00
ACC000760,INS00104,20,799.74,1443.41,28868.20
ACC000335,INS00112,100,651.93,447.96,44796.00
ACC000308,INS00010,2,2213.42,220.80,441.60
ACC000663,INS00053,10,780.65,1409.33,14093.30
ACC000382,INS00012,10,1830.08,676.70,6767.00
ACC000430,INS00002,25,2202.55,242.59,6064.75
ACC000689,INS00059,10,279.72,2386.31,23863.10
ACC000262,INS00105,50,2337.58,722.51,36125.50
ACC000076,INS00118,100,1947.83,1655.29,165529.00
ACC000075,INS00005,20,1532.32,664.65,13293.00
ACC000312,INS00073,2,1198.45,1686.90,3373.80
ACC000493,INS00032,1,2097.79,584.03,584.03
ACC000009,INS00109,10,1490.10,1323.90,13239.00
ACC000495,INS00042,5,1487.57,1077.92,5389.60
ACC000536,INS00007,1,227.80,1192.58,1192.58
ACC000270,INS00072,20,1899.84,1413.22,28264.40
ACC000392,INS00016,100,1008.45,2269.08,226908.00
ACC000172,INS00010,20,1893.27,220.80,4416.00
ACC000657,INS00068,100,2232.38,856.28,85628.00
ACC000570,INS00023,50,1006.08,570.07,28503.50
ACC000448,INS00066,20,288.02,1878.41,37568.20
ACC000347,INS00093,100,725.68,489.04,48904.00
ACC000772,INS00018,100,631.60,1204.59,120459.00
ACC000485,INS00098,20,1362.62,1272.53,25450.60
ACC000225,INS00080,25,922.91,2283.37,57084.25
ACC000190,INS00031,25,205.09,275.13,6878.25
ACC000769,INS00061,20,139.50,337.72,6754.40
ACC000788,INS00091,50,349.75,354.03,17701.50
ACC000459,INS00048,5,1702.09,1252.22,6261.10
ACC000469,INS00096,10,1461.77,911.38,9113.80
ACC000122,INS00057,20,1319.55,2291.85,45837.00
ACC000099,INS00103,20,2014.44,1705.52,34110.40
ACC000131,INS00014,10,1894.20,2252.52,22525.20
ACC000057,INS00103,2,2139.31,1705.52,3411.04
ACC000280,INS00049,50,256.97,309.39,15469.50
ACC000638,INS00014,25,1718.36,2252.52,56313.00
ACC000551,INS00090,10,235.87,1877.26,18772.60
ACC000300,INS00040,1,1216.33,194.99,194.99
ACC000638,INS00060,50,332.27,1623.04,81152.00
ACC000004,INS00063,10,994.14,1990.39,19903.90
ACC000194,INS00071,25,1671.41,2357.58,58939.50
ACC000585,INS00102,25,2133.21,2225.24,55631.00
ACC000473,INS00089,100,2389.05,1465.67,146567.00
ACC000760,INS00073,10,2244.12,1686.90,16869.00
ACC000217,INS00117,10,1620.54,1635.76,16357.60
ACC000385,INS00054,25,686.07,2355.51,58887.75
ACC000448,INS00104,25,1452.86,1443.41,36085.25
ACC000361,INS00087,50,199.44,2168.72,108436.00
ACC000207,INS00055,1,542.18,2162.29,2162.29
ACC000634,INS00004,2,2299.19,1680.75,3361.50
ACC000214,INS00015,1,2031.99,325.00,325.00
ACC000090,INS00052,10,456.99,1058.08,10580.80
ACC000453,INS00009,2,201.59,823.52,1647.04
