account_id,instrument_id,holding_quantity,average_cost,market_price,market_value
ACC000594,INS00016,50,1349.99,1667.72,83386.00
ACC000130,INS00036,10,1985.04,1798.18,17981.80
ACC000598,INS00084,2,1672.86,312.42,624.84
ACC000363,INS00118,5,1784.43,1879.71,9398.55
ACC000295,INS00092,10,2363.42,1862.61,18626.10
ACC000521,INS00033,100,1565.86,233.56,23356.00
ACC000199,INS00008,100,880.99,766.07,76607.00
ACC000546,INS00059,20,630.53,1078.48,21569.60
ACC000434,INS00060,25,753.59,1343.46,33586.50
ACC000152,INS00085,20,1849.43,701.79,14035.80
ACC000427,INS00109,10,2099.02,2368.65,23686.50
ACC000364,INS00064,25,1354.41,695.73,17393.25
ACC000365,INS00047,2,1121.67,1322.65,2645.30
ACC000798,INS00117,100,1702.62,1951.26,195126.00
ACC000215,INS00018,50,1801.64,752.55,37627.50
ACC000756,INS00030,25,792.93,584.86,14621.50
ACC000157,INS00034,1,2094.36,1970.71,1970.71
ACC000002,INS00108,20,1533.22,564.49,11289.80
ACC000199,INS00065,100,895.78,333.41,33341.00
ACC000783,INS00038,25,1967.74,165.31,4132.75
ACC000616,INS00047,20,1392.83,1322.65,26453.00
ACC000152,INS00098,2,1736.37,1692.89,3385.78
ACC000555,INS00102,1,2209.11,2408.03,2408.03
ACC000447,INS00047,50,1699.55,1322.65,66132.50
ACC000384,INS00055,10,613.50,1463.73,14637.30
ACC000550,INS00054,20,1260.71,2165.70,43314.00
ACC000637,INS00089,1,1206.28,1589.47,1589.47
ACC000493,INS00093,2,579.03,1203.93,2407.86
ACC000594,INS00026,50,1639.38,1516.51,75825.50
ACC000241,INS00050,25,1090.69,1594.12,39853.00
ACC000101,INS00090,100,821.94,2269.41,226941.00
ACC000434,INS00006,50,2032.62,2116.76,105838.00
ACC000548,INS00072,100,2385.22,841.80,84180.00
ACC000259,INS00079,5,1878.37,596.47,2982.35
ACC000218,INS00119,5,525.07,857.55,4287.75
ACC000179,INS00016,25,2251.20,1667.72,41693.00
ACC000157,INS00059,2,1414.10,1078.48,2156.96
ACC000139,INS00077,100,1691.05,1686.96,168696.00
ACC000520,INS00002,100,2202.45,1230.15,123015.00
ACC000299,INS00102,5,2169.10,2408.03,12040.15
ACC000221,INS00015,20,1062.63,1351.19,27023.80
ACC000243,INS00022,10,1907.84,549.03,5490.30
ACC000641,INS00058,20,1465.74,2438.20,48764.00
ACC000551,INS00099,100,185.37,1350.68,135068.00
ACC000278,INS00027,100,1482.78,336.77,33677.00
ACC000638,INS00010,25,319.87,1008.15,25203.75
ACC000050,INS00005,5,348.23,1321.35,6606.75
ACC000187,INS00104,1,1904.63,1722.89,1722.89
ACC000412,INS00088,25,840.23,2020.34,50508.50
ACC000036,INS00031,20,1983.70,1948.85,38977.00
ACC000040,INS00002,100,2213.58,1230.15,123015.00
ACC000785,INS00116,2,335.85,2092.39,4184.78
ACC000482,INS00078,50,925.31,1393.14,69657.00
ACC000499,INS00083,20,773.33,692.75,13855.00
ACC000246,INS00005,100,2022.40,1321.35,132135.00
ACC000350,INS00076,50,672.14,1986.25,99312.50
ACC000111,INS00032,10,190.30,157.01,1570.10
ACC000076,INS00084,10,191.77,312.42,3124.20
ACC000082,INS00082,50,1163.32,2257.23,112861.50
ACC000448,INS00007,5,374.08,812.33,4061.65
ACC000063,INS00117,100,390.00,1951.26,195126.00
ACC000772,INS00084,20,807.34,312.42,6248.40
ACC000688,INS00112,5,1897.30,1585.07,7925.35
ACC000485,INS00114,25,629.59,2006.57,50164.25
ACC000774,INS00053,25,423.30,965.37,24134.25
ACC000405,INS00095,20,1189.57,1145.58,22911.60
ACC000213,INS00002,100,1566.38,1230.15,123015.00
ACC000539,INS00079,2,934.37,596.47,1192.94
ACC000717,INS00006,5,2220.23,2116.76,10583.80
ACC000796,INS00079,100,1905.80,596.47,59647.00
ACC000481,INS00061,20,2145.87,950.21,19004.20
ACC000204,INS00118,10,689.51,1879.71,18797.10
ACC000789,INS00083,25,1648.18,692.75,17318.75
ACC000048,INS00117,10,642.59,1951.26,19512.60
ACC000113,INS00042,50,580.15,972.89,48644.50
ACC000002,INS00030,20,1998.46,584.86,11697.20
ACC000248,INS00111,10,1591.66,1504.10,15041.00
ACC000225,INS00008,50,393.62,766.07,38303.50
ACC000482,INS00041,20,967.86,1748.95,34979.00
ACC000453,INS00041,25,1282.16,1748.95,43723.75
ACC000131,INS00059,100,511.97,1078.48,107848.00
ACC000302,INS00078,1,480.83,1393.14,1393.14
ACC000033,INS00030,100,414.18,584.86,58486.00
ACC000021,INS00041,1,1400.53,1748.95,1748.95
ACC000443,INS00044,50,687.26,1618.82,80941.00
ACC000490,INS00065,2,2145.96,333.41,666.82
ACC000580,INS00032,20,1042.57,157.01,3140.20
ACC000430,INS00011,25,1130.63,2489.80,62245.00
ACC000376,INS00053,25,423.53,965.37,24134.25
ACC000275,INS00039,25,1051.70,520.06,13001.50
ACC000387,INS00066,100,783.55,1884.91,188491.00
ACC000010,INS00095,100,1799.93,1145.58,114558.00
ACC000125,INS00077,100,1713.16,1686.96,168696.00
ACC000490,INS00013,5,1708.61,1370.95,6854.75
ACC000296,INS00070,100,1361.73,967.40,96740.00
ACC000027,INS00025,5,1061.44,508.43,2542.15
ACC000441,INS00004,50,1239.82,422.78,21139.00
ACC000700,INS00031,25,2287.68,1948.85,48721.25
ACC000557,INS00015,100,501.10,1351.19,135119.00
ACC000606,INS00058,5,1584.73,2438.20,12191.00
ACC000712,INS00095,50,1254.18,1145.58,57279.00
ACC000636,INS00029,1,2286.58,2092.18,2092.18
ACC000545,INS00087,50,1583.59,719.06,35953.00
ACC000423,INS00014,50,301.70,973.32,48666.00
ACC000201,INS00072,10,2063.20,841.80,8418.00
ACC000342,INS00094,1,1689.93,2000.34,2000.34
ACC000013,INS00028,1,1299.66,1622.78,1622.78
ACC000747,INS00103,20,563.24,157.88,3157.60
ACC000158,INS00008,100,1577.99,766.07,76607.00
ACC000195,INS00034,25,2338.62,1970.71,49267.75
ACC000163,INS00042,50,1663.46,972.89,48644.50
ACC000501,INS00049,1,1855.63,412.92,412.92
ACC000424,INS00041,25,1177.50,1748.95,43723.75
ACC000340,INS00081,1,533.84,1442.31,1442.31
ACC000773,INS00001,10,188.14,164.19,1641.90
ACC000115,INS00050,2,681.44,1594.12,3188.24
ACC000003,INS00048,10,1670.19,2459.75,24597.50
ACC000774,INS00074,50,1137.61,1597.25,79862.50
ACC000578,INS00095,100,2193.56,1145.58,114558.00
ACC000375,INS00064,2,1416.80,695.73,1391.46
ACC000761,INS00073,100,770.58,2052.47,205247.00
ACC000588,INS00100,1,2185.01,1574.78,1574.78
ACC000241,INS00084,20,465.56,312.42,6248.40
ACC000531,INS00029,100,1271.88,2092.18,209218.00
ACC000740,INS00073,20,2144.67,2052.47,41049.40
ACC000360,INS00073,100,2033.17,2052.47,205247.00
ACC000301,INS00012,10,574.47,2291.32,22913.20
ACC000018,INS00011,5,1433.02,2489.80,12449.00
ACC000174,INS00001,25,333.31,164.19,4104.75
ACC000006,INS00003,20,1618.99,364.15,7283.00
ACC000122,INS00045,5,1141.81,1695.42,8477.10
ACC000652,INS00011,5,1964.68,2489.80,12449.00
ACC000341,INS00089,1,469.47,1589.47,1589.47
ACC000340,INS00059,20,1838.12,1078.48,21569.60
ACC000362,INS00032,20,550.14,157.01,3140.20
ACC000095,INS00046,5,1211.17,1856.76,9283.80
ACC000217,INS00067,25,1389.45,1763.64,44091.00
ACC000560,INS00103,10,1731.63,157.88,1578.80
ACC000085,INS00079,20,1217.98,596.47,11929.40
ACC000667,INS00048,25,1091.57,2459.75,61493.75
ACC000088,INS00056,100,2353.12,1184.81,118481.00
ACC000029,INS00044,50,1263.89,1618.82,80941.00
ACC000559,INS00027,50,1765.91,336.77,16838.50
ACC000558,INS00007,10,839.70,812.33,8123.30
ACC000604,INS00040,100,2239.50,1368.67,136867.00
ACC000531,INS00113,2,1536.08,1962.26,3924.52
ACC000045,INS00101,20,2156.94,225.56,4511.20
ACC000073,INS00108,2,1365.71,564.49,1128.98
ACC000022,INS00081,2,1140.27,1442.31,2884.62
ACC000079,INS00059,2,740.63,1078.48,2156.96
ACC000213,INS00062,10,1355.95,1049.34,10493.40
ACC000653,INS00047,10,1050.66,1322.65,13226.50
ACC000781,INS00042,20,2327.22,972.89,19457.80
ACC000471,INS00079,50,1229.33,596.47,29823.50
ACC000164,INS00033,100,363.12,233.56,23356.00
ACC000576,INS00011,20,2411.44,2489.80,49796.00
ACC000498,INS00118,50,1465.26,1879.71,93985.50
ACC000557,INS00089,25,1897.21,1589.47,39736.75
ACC000362,INS00060,2,125.15,1343.46,2686.92
ACC000397,INS00059,50,412.92,1078.48,53924.00
ACC000026,INS00086,2,822.53,436.59,873.18
ACC000170,INS00047,2,2058.41,1322.65,2645.30
ACC000329,INS00116,25,500.22,2092.39,52309.75
ACC000613,INS00118,20,487.12,1879.71,37594.20
ACC000007,INS00083,10,1643.04,692.75,6927.50
ACC000625,INS00081,2,398.86,1442.31,2884.62
ACC000300,INS00041,50,2191.99,1748.95,87447.50
ACC000461,INS00103,50,853.14,157.88,7894.00
ACC000042,INS00023,1,2124.36,1584.44,1584.44
ACC000044,INS00068,5,2027.12,688.16,3440.80
ACC000374,INS00079,20,1862.03,596.47,11929.40
ACC000673,INS00089,10,548.44,1589.47,15894.70
ACC000714,INS00076,1,1252.89,1986.25,1986.25
ACC000123,INS00109,2,2132.67,2368.65,4737.30
ACC000545,INS00075,10,1403.16,1247.85,12478.50
ACC000479,INS00059,10,1238.71,1078.48,10784.80
ACC000164,INS00046,50,1813.96,1856.76,92838.00
ACC000775,INS00080,5,1220.98,2302.66,11513.30
ACC000638,INS00073,1,1346.08,2052.47,2052.47
ACC000691,INS00071,1,1760.22,1136.28,1136.28
ACC000036,INS00044,10,548.42,1618.82,16188.20
ACC000763,INS00036,25,423.42,1798.18,44954.50
ACC000306,INS00065,50,144.31,333.41,16670.50
ACC000206,INS00117,5,1959.69,1951.26,9756.30
ACC000164,INS00017,50,958.05,1860.67,93033.50
ACC000036,INS00009,100,2145.64,1482.37,148237.00
ACC000190,INS00109,50,258.91,2368.65,118432.50
ACC000311,INS00010,50,2295.68,1008.15,50407.50
ACC000768,INS00008,2,1356.30,766.07,1532.14
ACC000427,INS00023,100,1059.60,1584.44,158444.00
ACC000426,INS00093,1,1917.03,1203.93,1203.93
ACC000298,INS00077,50,2138.66,1686.96,84348.00
ACC000791,INS00022,20,1535.87,549.03,10980.60
ACC000589,INS00022,20,1854.52,549.03,10980.60
ACC000197,INS00059,10,937.62,1078.48,10784.80
ACC000295,INS00065,10,1577.98,333.41,3334.10
ACC000131,INS00003,2,1392.00,364.15,728.30
ACC000475,INS00083,5,157.11,692.75,3463.75
ACC000316,INS00074,2,373.74,1597.25,3194.50
ACC000656,INS00113,25,718.20,1962.26,49056.50
ACC000115,INS00052,2,1238.01,2134.54,4269.08
ACC000038,INS00064,10,381.05,695.73,6957.30
ACC000082,INS00004,5,1636.60,422.78,2113.90
ACC000259,INS00067,25,1297.86,1763.64,44091.00
ACC000691,INS00044,10,1692.07,1618.82,16188.20
ACC000569,INS00106,100,1892.54,2136.02,213602.00
ACC000477,INS00009,100,1735.36,1482.37,148237.00
ACC000713,INS00045,50,1675.88,1695.42,84771.00
ACC000539,INS00064,10,1725.58,695.73,6957.30
ACC000002,INS00095,50,2083.31,1145.58,57279.00
ACC000059,INS00050,10,1811.08,1594.12,15941.20
ACC000584,INS00028,10,859.57,1622.78,16227.80
ACC000636,INS00081,1,2310.13,1442.31,1442.31
ACC000798,INS00103,2,1674.99,157.88,315.76
ACC000718,INS00055,10,2035.30,1463.73,14637.30
ACC000343,INS00017,100,1432.48,1860.67,186067.00
ACC000187,INS00054,50,1067.34,2165.70,108285.00
ACC000168,INS00053,50,922.47,965.37,48268.50
ACC000437,INS00046,50,1298.84,1856.76,92838.00
ACC000090,INS00056,100,2433.75,1184.81,118481.00
ACC000730,INS00036,25,1110.91,1798.18,44954.50
ACC000416,INS00069,100,596.27,949.13,94913.00
ACC000590,INS00099,10,399.97,1350.68,13506.80
ACC000203,INS00033,1,1845.52,233.56,233.56
ACC000204,INS00033,1,2123.59,233.56,233.56
ACC000629,INS00074,100,1690.15,1597.25,159725.00
ACC000143,INS00109,1,366.99,2368.65,2368.65
ACC000640,INS00060,25,629.31,1343.46,33586.50
ACC000642,INS00030,25,1379.83,584.86,14621.50
ACC000624,INS00112,100,201.28,1585.07,158507.00
ACC000474,INS00109,25,2017.87,2368.65,59216.25
ACC000267,INS00103,20,1609.39,157.88,3157.60
ACC000439,INS00086,100,854.02,436.59,43659.00
ACC000340,INS00110,5,500.60,2194.75,10973.75
ACC000721,INS00031,2,581.10,1948.85,3897.70
ACC000789,INS00071,50,2351.78,1136.28,56814.00
ACC000291,INS00056,1,951.14,1184.81,1184.81
ACC000300,INS00027,100,580.79,336.77,33677.00
ACC000488,INS00110,10,871.45,2194.75,21947.50
ACC000418,INS00113,20,926.40,1962.26,39245.20
ACC000710,INS00066,50,1613.95,1884.91,94245.50
ACC000712,INS00011,20,1496.16,2489.80,49796.00
ACC000689,INS00048,10,649.35,2459.75,24597.50
ACC000338,INS00008,1,1686.03,766.07,766.07
ACC000380,INS00088,50,1613.94,2020.34,101017.00
ACC000758,INS00082,100,816.41,2257.23,225723.00
ACC000397,INS00115,25,187.66,397.63,9940.75
ACC000693,INS00046,50,520.63,1856.76,92838.00
ACC000515,INS00006,10,2100.18,2116.76,21167.60
ACC000433,INS00054,5,1101.42,2165.70,10828.50
ACC000657,INS00094,10,1963.48,2000.34,20003.40
ACC000271,INS00066,20,1390.34,1884.91,37698.20
ACC000795,INS00105,2,597.59,224.92,449.84
ACC000246,INS00020,25,598.38,1590.97,39774.25
ACC000240,INS00058,100,1308.79,2438.20,243820.00
ACC000236,INS00117,50,131.08,1951.26,97563.00
ACC000703,INS00089,1,701.55,1589.47,1589.47
ACC000243,INS00014,100,982.47,973.32,97332.00
ACC000274,INS00082,100,1275.86,2257.23,225723.00
ACC000330,INS00068,100,611.80,688.16,68816.00
ACC000260,INS00037,10,266.71,654.48,6544.80
ACC000355,INS00010,1,2005.43,1008.15,1008.15
ACC000671,INS00028,100,2048.14,1622.78,162278.00
ACC000623,INS00056,100,2384.81,1184.81,118481.00
ACC000703,INS00039,2,1424.02,520.06,1040.12
ACC000482,INS00090,50,1459.67,2269.41,113470.50
ACC000618,INS00065,5,1508.14,333.41,1667.05
ACC000183,INS00043,100,536.31,1915.79,191579.00
ACC000785,INS00095,1,1425.43,1145.58,1145.58
ACC000720,INS00100,25,2121.16,1574.78,39369.50
ACC000226,INS00099,20,755.12,1350.68,27013.60
ACC000208,INS00064,25,1637.20,695.73,17393.25
ACC000377,INS00014,2,1671.24,973.32,1946.64
ACC000575,INS00112,5,2033.60,1585.07,7925.35
ACC000437,INS00035,20,415.15,2311.15,46223.00
ACC000645,INS00084,1,990.43,312.42,312.42
ACC000056,INS00034,25,1643.86,1970.71,49267.75
ACC000536,INS00074,50,593.63,1597.25,79862.50
ACC000299,INS00067,1,1413.10,1763.64,1763.64
ACC000133,INS00067,100,322.35,1763.64,176364.00
ACC000085,INS00029,20,1138.62,2092.18,41843.60
ACC000479,INS00117,10,531.55,1951.26,19512.60
ACC000295,INS00100,25,2117.03,1574.78,39369.50
ACC000722,INS00090,5,1546.98,2269.41,11347.05
ACC000430,INS00044,25,574.70,1618.82,40470.50
ACC000365,INS00030,1,2251.48,584.86,584.86
ACC000009,INS00020,50,749.32,1590.97,79548.50
ACC000668,INS00050,1,891.72,1594.12,1594.12
ACC000385,INS00085,100,1421.32,701.79,70179.00
ACC000067,INS00033,2,1785.72,233.56,467.12
ACC000222,INS00076,10,1665.93,1986.25,19862.50
ACC000033,INS00092,20,159.97,1862.61,37252.20
ACC000097,INS00056,10,1532.68,1184.81,11848.10
ACC000761,INS00076,25,519.74,1986.25,49656.25
ACC000491,INS00111,25,1928.58,1504.10,37602.50
ACC000014,INS00020,2,689.08,1590.97,3181.94
ACC000562,INS00028,10,1274.92,1622.78,16227.80
ACC000716,INS00076,50,2291.85,1986.25,99312.50
ACC000022,INS00107,100,777.96,476.18,47618.00
ACC000006,INS00060,25,229.62,1343.46,33586.50
ACC000099,INS00050,50,1266.75,1594.12,79706.00
ACC000598,INS00075,25,2080.73,1247.85,31196.25
ACC000108,INS00047,25,349.20,1322.65,33066.25
ACC000198,INS00047,5,1088.57,1322.65,6613.25
ACC000401,INS00117,1,237.53,1951.26,1951.26
ACC000677,INS00041,100,355.05,1748.95,174895.00
ACC000489,INS00007,20,1337.66,812.33,16246.60
ACC000099,INS00118,100,865.16,1879.71,187971.00
ACC000103,INS00085,100,1882.08,701.79,70179.00
ACC000437,INS00072,20,590.77,841.80,16836.00
ACC000311,INS00036,100,2157.02,1798.18,179818.00
ACC000789,INS00068,20,164.71,688.16,13763.20
ACC000598,INS00040,20,1323.19,1368.67,27373.40
ACC000416,INS00004,20,427.77,422.78,8455.60
ACC000782,INS00114,2,699.03,2006.57,4013.14
ACC000100,INS00024,100,238.52,2045.77,204577.00
ACC000274,INS00001,100,356.33,164.19,16419.00
ACC000383,INS00010,100,1800.36,1008.15,100815.00
ACC000189,INS00100,100,355.98,1574.78,157478.00
ACC000318,INS00057,25,529.63,2090.55,52263.75
ACC000683,INS00045,2,751.23,1695.42,3390.84
ACC000358,INS00096,25,971.52,743.69,18592.25
ACC000795,INS00059,25,1648.97,1078.48,26962.00
ACC000084,INS00069,2,1435.33,949.13,1898.26
ACC000750,INS00064,20,895.39,695.73,13914.60
ACC000590,INS00022,10,255.06,549.03,5490.30
ACC000203,INS00019,100,1897.30,2414.55,241455.00
ACC000265,INS00092,10,2339.02,1862.61,18626.10
ACC000684,INS00003,25,1957.15,364.15,9103.75
ACC000730,INS00016,2,1096.89,1667.72,3335.44
ACC000168,INS00060,25,2034.87,1343.46,33586.50
ACC000134,INS00111,10,292.05,1504.10,15041.00
ACC000638,INS00050,50,565.64,1594.12,79706.00
ACC000411,INS00058,5,1985.18,2438.20,12191.00
ACC000318,INS00072,25,1809.09,841.80,21045.00
ACC000616,INS00089,25,165.29,1589.47,39736.75
ACC000219,INS00046,100,368.34,1856.76,185676.00
ACC000466,INS00033,5,1596.31,233.56,1167.80
ACC000325,INS00017,20,2312.04,1860.67,37213.40
ACC000498,INS00051,25,245.27,1859.43,46485.75
ACC000636,INS00044,5,528.69,1618.82,8094.10
ACC000710,INS00029,2,835.87,2092.18,4184.36
ACC000064,INS00014,25,2197.92,973.32,24333.00
ACC000691,INS00073,100,2263.68,2052.47,205247.00
ACC000752,INS00072,50,258.30,841.80,42090.00
ACC000037,INS00005,10,1684.69,1321.35,13213.50
ACC000140,INS00023,50,1619.23,1584.44,79222.00
ACC000143,INS00022,100,1407.08,549.03,54903.00
ACC000420,INS00087,1,1632.82,719.06,719.06
ACC000795,INS00011,1,2252.31,2489.80,2489.80
ACC000369,INS00018,1,1929.37,752.55,752.55
ACC000711,INS00092,20,645.78,1862.61,37252.20
ACC000741,INS00005,100,1254.53,1321.35,132135.00
ACC000362,INS00098,50,2171.63,1692.89,84644.50
ACC000144,INS00106,50,786.49,2136.02,106801.00
ACC000500,INS00021,50,1496.29,908.06,45403.00
ACC000307,INS00099,5,642.87,1350.68,6753.40
ACC000343,INS00038,2,1854.11,165.31,330.62
ACC000298,INS00002,10,1949.96,1230.15,12301.50
ACC000366,INS00024,20,622.71,2045.77,40915.40
ACC000212,INS00066,25,413.80,1884.91,47122.75
ACC000009,INS00082,1,998.70,2257.23,2257.23
ACC000396,INS00095,25,1180.80,1145.58,28639.50
ACC000416,INS00049,2,1303.65,412.92,825.84
ACC000117,INS00034,5,2361.51,1970.71,9853.55
ACC000001,INS00109,100,2149.61,2368.65,236865.00
ACC000550,INS00013,2,601.23,1370.95,2741.90
ACC000081,INS00075,10,1938.77,1247.85,12478.50
ACC000796,INS00021,20,1787.54,908.06,18161.20
ACC000037,INS00003,20,310.60,364.15,7283.00
ACC000340,INS00058,100,618.41,2438.20,243820.00
ACC000147,INS00075,25,2220.29,1247.85,31196.25
ACC000562,INS00056,25,215.77,1184.81,29620.25
ACC000467,INS00054,20,1497.06,2165.70,43314.00
ACC000453,INS00040,2,631.26,1368.67,2737.34
ACC000340,INS00103,20,1618.37,157.88,3157.60
ACC000200,INS00017,20,408.32,1860.67,37213.40
ACC000088,INS00099,2,1107.85,1350.68,2701.36
ACC000292,INS00047,25,546.59,1322.65,33066.25
ACC000093,INS00052,10,453.49,2134.54,21345.40
ACC000045,INS00050,5,372.57,1594.12,7970.60
ACC000470,INS00093,25,1965.02,1203.93,30098.25
ACC000575,INS00009,2,2177.94,1482.37,2964.74
ACC000355,INS00005,25,1105.56,1321.35,33033.75
ACC000435,INS00004,10,462.80,422.78,4227.80
ACC000021,INS00025,25,735.86,508.43,12710.75
ACC000417,INS00107,20,2194.06,476.18,9523.60
ACC000084,INS00075,2,771.07,1247.85,2495.70
ACC000048,INS00062,2,1581.66,1049.34,2098.68
ACC000205,INS00083,10,758.85,692.75,6927.50
ACC000734,INS00075,2,2036.13,1247.85,2495.70
ACC000065,INS00082,1,1665.63,2257.23,2257.23
ACC000081,INS00079,10,399.13,596.47,5964.70
ACC000714,INS00082,20,807.58,2257.23,45144.60
ACC000368,INS00051,25,174.91,1859.43,46485.75
ACC000385,INS00071,1,1330.16,1136.28,1136.28
ACC000269,INS00109,25,1721.34,2368.65,59216.25
ACC000708,INS00072,5,1106.06,841.80,4209.00
ACC000064,INS00040,1,992.19,1368.67,1368.67
ACC000757,INS00048,50,1490.13,2459.75,122987.50
ACC000692,INS00010,25,2364.29,1008.15,25203.75
ACC000011,INS00015,20,1581.71,1351.19,27023.80
ACC000151,INS00069,20,1852.01,949.13,18982.60
ACC000114,INS00054,10,617.04,2165.70,21657.00
ACC000318,INS00028,2,645.27,1622.78,3245.56
ACC000393,INS00094,1,2331.00,2000.34,2000.34
ACC000618,INS00119,5,2348.76,857.55,4287.75
ACC000372,INS00111,10,922.30,1504.10,15041.00
ACC000019,INS00097,2,512.80,1716.77,3433.54
ACC000419,INS00097,1,2143.85,1716.77,1716.77
ACC000617,INS00067,1,1608.79,1763.64,1763.64
ACC000464,INS00084,100,2115.88,312.42,31242.00
ACC000240,INS00004,20,2266.98,422.78,8455.60
ACC000684,INS00082,2,1517.81,2257.23,4514.46
ACC000514,INS00056,100,2160.18,1184.81,118481.00
ACC000272,INS00106,2,2031.20,2136.02,4272.04
ACC000466,INS00019,10,2210.78,2414.55,24145.50
ACC000520,INS00119,5,722.70,857.55,4287.75
ACC000435,INS00056,1,675.60,1184.81,1184.81
ACC000240,INS00046,25,1843.64,1856.76,46419.00
ACC000257,INS00095,1,1219.47,1145.58,1145.58
ACC000442,INS00019,2,847.98,2414.55,4829.10
ACC000432,INS00049,50,1196.36,412.92,20646.00
ACC000102,INS00077,5,1513.15,1686.96,8434.80
ACC000554,INS00118,10,2159.36,1879.71,18797.10
ACC000675,INS00055,10,722.91,1463.73,14637.30
ACC000693,INS00090,25,2043.56,2269.41,56735.25
ACC000601,INS00029,100,1472.36,2092.18,209218.00
ACC000335,INS00035,25,464.32,2311.15,57778.75
ACC000738,INS00114,25,792.94,2006.57,50164.25
ACC000288,INS00058,5,244.42,2438.20,12191.00
ACC000176,INS00098,50,216.82,1692.89,84644.50
ACC000773,INS00049,25,716.75,412.92,10323.00
ACC000646,INS00032,25,226.08,157.01,3925.25
ACC000359,INS00068,20,435.22,688.16,13763.20
ACC000035,INS00017,1,531.32,1860.67,1860.67
ACC000674,INS00071,10,1165.31,1136.28,11362.80
ACC000027,INS00026,100,2403.92,1516.51,151651.00
ACC000042,INS00017,20,1987.63,1860.67,37213.40
ACC000166,INS00106,25,2286.01,2136.02,53400.50
ACC000378,INS00077,25,2005.92,1686.96,42174.00
ACC000108,INS00091,10,2158.39,659.48,6594.80
ACC000554,INS00112,5,909.51,1585.07,7925.35
ACC000174,INS00008,5,472.62,766.07,3830.35
ACC000030,INS00015,1,1211.77,1351.19,1351.19
ACC000005,INS00030,25,1014.25,584.86,14621.50
ACC000593,INS00119,100,593.74,857.55,85755.00
ACC000437,INS00094,25,1431.08,2000.34,50008.50
ACC000344,INS00065,10,1479.68,333.41,3334.10
ACC000618,INS00111,25,2338.74,1504.10,37602.50
ACC000642,INS00046,25,1317.33,1856.76,46419.00
ACC000430,INS00089,1,780.71,1589.47,1589.47
ACC000666,INS00116,1,539.91,2092.39,2092.39
ACC000344,INS00022,25,236.26,549.03,13725.75
ACC000787,INS00047,10,793.78,1322.65,13226.50
ACC000563,INS00052,1,749.12,2134.54,2134.54
ACC000281,INS00117,5,1847.60,1951.26,9756.30
ACC000361,INS00085,50,1099.78,701.79,35089.50
ACC000693,INS00047,100,1746.20,1322.65,132265.00
ACC000212,INS00086,100,2127.99,436.59,43659.00
ACC000245,INS00048,1,290.99,2459.75,2459.75
ACC000772,INS00055,100,2046.62,1463.73,146373.00
ACC000022,INS00112,25,2307.55,1585.07,39626.75
ACC000314,INS00029,2,958.12,2092.18,4184.36
ACC000741,INS00092,50,1959.58,1862.61,93130.50
ACC000009,INS00003,100,1979.37,364.15,36415.00
ACC000750,INS00058,1,1507.34,2438.20,2438.20
ACC000598,INS00116,50,2156.48,2092.39,104619.50
ACC000037,INS00063,100,2305.24,2430.24,243024.00
ACC000574,INS00075,20,361.57,1247.85,24957.00
ACC000216,INS00084,5,1352.77,312.42,1562.10
ACC000194,INS00038,5,1641.29,165.31,826.55
ACC000692,INS00099,20,697.98,1350.68,27013.60
ACC000423,INS00111,20,1764.58,1504.10,30082.00
ACC000666,INS00108,50,565.10,564.49,28224.50
ACC000006,INS00036,10,344.82,1798.18,17981.80
ACC000083,INS00037,1,1524.22,654.48,654.48
ACC000114,INS00034,2,2088.22,1970.71,3941.42
ACC000113,INS00102,25,774.39,2408.03,60200.75
ACC000573,INS00013,20,199.31,1370.95,27419.00
ACC000351,INS00056,1,2004.63,1184.81,1184.81
ACC000529,INS00107,25,137.80,476.18,11904.50
ACC000082,INS00068,20,830.37,688.16,13763.20
ACC000675,INS00087,5,2335.18,719.06,3595.30
ACC000268,INS00031,2,1592.81,1948.85,3897.70
ACC000213,INS00090,100,1786.48,2269.41,226941.00
ACC000619,INS00115,5,2093.00,397.63,1988.15
ACC000625,INS00006,5,1098.45,2116.76,10583.80
ACC000329,INS00054,25,1168.72,2165.70,54142.50
ACC000032,INS00048,25,2178.98,2459.75,61493.75
ACC000183,INS00056,50,1018.82,1184.81,59240.50
ACC000271,INS00097,25,446.62,1716.77,42919.25
ACC000601,INS00014,10,775.08,973.32,9733.20
ACC000308,INS00062,1,2108.19,1049.34,1049.34
ACC000644,INS00003,100,1481.16,364.15,36415.00
ACC000082,INS00110,10,1512.95,2194.75,21947.50
ACC000291,INS00017,2,187.18,1860.67,3721.34
ACC000611,INS00018,100,1704.67,752.55,75255.00
ACC000580,INS00068,100,1112.86,688.16,68816.00
ACC000133,INS00097,50,1214.30,1716.77,85838.50
ACC000613,INS00092,1,208.85,1862.61,1862.61
ACC000782,INS00047,50,970.17,1322.65,66132.50
ACC000366,INS00036,25,1529.58,1798.18,44954.50
ACC000555,INS00077,5,2220.04,1686.96,8434.80
ACC000473,INS00013,10,1179.45,1370.95,13709.50
ACC000280,INS00111,50,2211.78,1504.10,75205.00
ACC000497,INS00011,5,696.61,2489.80,12449.00
ACC000230,INS00052,100,2371.94,2134.54,213454.00
ACC000003,INS00074,50,1156.84,1597.25,79862.50
ACC000310,INS00026,1,561.13,1516.51,1516.51
ACC000053,INS00016,25,829.33,1667.72,41693.00
ACC000151,INS00095,20,201.41,1145.58,22911.60
