settlement_id,trade_id,business_date,settlement_date,settlement_status
SET00000424,TRD00000424,2026-04-21,2026-04-22,SETTLED
SET00000425,TRD00000425,2026-04-21,2026-04-22,SETTLED
SET00000426,TRD00000426,2026-04-21,2026-04-22,SETTLED
SET00000427,TRD00000427,2026-04-21,2026-04-22,SETTLED
SET00000428,TRD00000428,2026-04-21,2026-04-22,SETTLED
SET00000429,TRD00000429,2026-04-21,2026-04-22,SETTLED
SET00000430,TRD00000430,2026-04-21,2026-04-22,PENDING
SET00000431,TRD00000431,2026-04-21,2026-04-22,SETTLED
SET00000432,TRD00000432,2026-04-21,2026-04-22,SETTLED
SET00000433,TRD00000433,2026-04-21,2026-04-22,SETTLED
SET00000434,TRD00000434,2026-04-21,2026-04-22,SETTLED
SET00000435,TRD00000435,2026-04-21,2026-04-22,SETTLED
SET00000436,TRD00000436,2026-04-21,2026-04-22,SETTLED
SET00000437,TRD00000437,2026-04-21,2026-04-22,SETTLED
SET00000438,TRD00000438,2026-04-21,2026-04-22,SETTLED
SET00000439,TRD00000439,2026-04-21,2026-04-22,SETTLED
SET00000440,TRD00000440,2026-04-21,2026-04-22,PENDING
SET00000441,TRD00000441,2026-04-21,2026-04-22,SETTLED
SET00000442,TRD00000442,2026-04-21,2026-04-22,SETTLED
SET00000443,TRD00000443,2026-04-21,2026-04-22,SETTLED
SET00000444,TRD00000444,2026-04-21,2026-04-22,SETTLED
SET00000445,TRD00000445,2026-04-21,2026-04-22,SETTLED
SET00000446,TRD00000446,2026-04-21,2026-04-22,SETTLED
SET00000447,TRD00000447,2026-04-21,2026-04-22,SETTLED
SET00000448,TRD00000448,2026-04-21,2026-04-22,SETTLED
SET00000449,TRD00000449,2026-04-21,2026-04-22,SETTLED
SET00000450,TRD00000450,2026-04-21,2026-04-22,PENDING
SET00000451,TRD00000451,2026-04-21,2026-04-22,SETTLED
SET00000452,TRD00000452,2026-04-21,2026-04-22,SETTLED
SET00000453,TRD00000453,2026-04-21,2026-04-22,SETTLED
SET00000454,TRD00000454,2026-04-21,2026-04-22,SETTLED
SET00000455,TRD00000455,2026-04-21,2026-04-22,SETTLED
SET00000456,TRD00000456,2026-04-21,2026-04-22,SETTLED
SET00000457,TRD00000457,2026-04-21,2026-04-22,SETTLED
SET00000458,TRD00000458,2026-04-21,2026-04-22,SETTLED
SET00000459,TRD00000459,2026-04-21,2026-04-22,SETTLED
SET00000460,TRD00000460,2026-04-21,2026-04-22,PENDING
SET00000461,TRD00000461,2026-04-21,2026-04-22,SETTLED
SET00000462,TRD00000462,2026-04-21,2026-04-22,SETTLED
SET00000463,TRD00000463,2026-04-21,2026-04-22,SETTLED
SET00000464,TRD00000464,2026-04-21,2026-04-22,SETTLED
SET00000465,TRD00000465,2026-04-21,2026-04-22,SETTLED
SET00000466,TRD00000466,2026-04-21,2026-04-22,SETTLED
SET00000467,TRD00000467,2026-04-21,2026-04-22,SETTLED
SET00000468,TRD00000468,2026-04-21,2026-04-22,SETTLED
SET00000469,TRD00000469,2026-04-21,2026-04-22,SETTLED
SET00000470,TRD00000470,2026-04-21,2026-04-22,PENDING
SET00000471,TRD00000471,2026-04-21,2026-04-22,SETTLED
SET00000472,TRD00000472,2026-04-21,2026-04-22,SETTLED
SET00000473,TRD00000473,2026-04-21,2026-04-22,SETTLED
SET00000474,TRD00000474,2026-04-21,2026-04-22,SETTLED
SET00000475,TRD00000475,2026-04-21,2026-04-22,SETTLED
SET00000476,TRD00000476,2026-04-21,2026-04-22,SETTLED
SET00000477,TRD00000477,2026-04-21,2026-04-22,SETTLED
SET00000478,TRD00000478,2026-04-21,2026-04-22,SETTLED
SET00000479,TRD00000479,2026-04-21,2026-04-22,SETTLED
SET00000480,TRD00000480,2026-04-21,2026-04-22,PENDING
SET00000481,TRD00000481,2026-04-21,2026-04-22,SETTLED
SET00000482,TRD00000482,2026-04-21,2026-04-22,SETTLED
SET00000483,TRD00000483,2026-04-21,2026-04-22,SETTLED
SET00000484,TRD00000484,2026-04-21,2026-04-22,SETTLED
SET00000485,TRD00000485,2026-04-21,2026-04-22,SETTLED
SET00000486,TRD00000486,2026-04-21,2026-04-22,SETTLED
SET00000487,TRD00000487,2026-04-21,2026-04-22,SETTLED
SET00000488,TRD00000488,2026-04-21,2026-04-22,SETTLED
SET00000489,TRD00000489,2026-04-21,2026-04-22,SETTLED
SET00000490,TRD00000490,2026-04-21,2026-04-22,PENDING
SET00000491,TRD00000491,2026-04-21,2026-04-22,SETTLED
SET00000492,TRD00000492,2026-04-21,2026-04-22,SETTLED
SET00000493,TRD00000493,2026-04-21,2026-04-22,SETTLED
SET00000494,TRD00000494,2026-04-21,2026-04-22,SETTLED
SET00000495,TRD00000495,2026-04-21,2026-04-22,SETTLED
SET00000496,TRD00000496,2026-04-21,2026-04-22,SETTLED
SET00000497,TRD00000497,2026-04-21,2026-04-22,SETTLED
SET00000498,TRD00000498,2026-04-21,2026-04-22,SETTLED
SET00000499,TRD00000499,2026-04-21,2026-04-22,SETTLED
SET00000500,TRD00000500,2026-04-21,2026-04-22,PENDING
SET00000501,TRD00000501,2026-04-21,2026-04-22,SETTLED
SET00000502,TRD00000502,2026-04-21,2026-04-22,SETTLED
SET00000503,TRD00000503,2026-04-21,2026-04-22,SETTLED
SET00000504,TRD00000504,2026-04-21,2026-04-22,SETTLED
SET00000505,TRD00000505,2026-04-21,2026-04-22,SETTLED
SET00000506,TRD00000506,2026-04-21,2026-04-22,SETTLED
SET00000507,TRD00000507,2026-04-21,2026-04-22,SETTLED
SET00000508,TRD00000508,2026-04-21,2026-04-22,SETTLED
SET00000509,TRD00000509,2026-04-21,2026-04-22,SETTLED
SET00000510,TRD00000510,2026-04-21,2026-04-22,PENDING
SET00000511,TRD00000511,2026-04-21,2026-04-22,SETTLED
SET00000512,TRD00000512,2026-04-21,2026-04-22,SETTLED
SET00000513,TRD00000513,2026-04-21,2026-04-22,SETTLED
SET00000514,TRD00000514,2026-04-21,2026-04-22,SETTLED
SET00000515,TRD00000515,2026-04-21,2026-04-22,SETTLED
SET00000516,TRD00000516,2026-04-21,2026-04-22,SETTLED
SET00000517,TRD00000517,2026-04-21,2026-04-22,SETTLED
SET00000518,TRD00000518,2026-04-21,2026-04-22,SETTLED
SET00000519,TRD00000519,2026-04-21,2026-04-22,SETTLED
SET00000520,TRD00000520,2026-04-21,2026-04-22,PENDING
SET00000521,TRD00000521,2026-04-21,2026-04-22,SETTLED
SET00000522,TRD00000522,2026-04-21,2026-04-22,SETTLED
SET00000523,TRD00000523,2026-04-21,2026-04-22,SETTLED
SET00000524,TRD00000524,2026-04-21,2026-04-22,SETTLED
SET00000525,TRD00000525,2026-04-21,2026-04-22,SETTLED
SET00000526,TRD00000526,2026-04-21,2026-04-22,SETTLED
SET00000527,TRD00000527,2026-04-21,2026-04-22,SETTLED
SET00000528,TRD00000528,2026-04-21,2026-04-22,SETTLED
SET00000529,TRD00000529,2026-04-21,2026-04-22,SETTLED
SET00000530,TRD00000530,2026-04-21,2026-04-22,PENDING
SET00000531,TRD00000531,2026-04-21,2026-04-22,SETTLED
SET00000532,TRD00000532,2026-04-21,2026-04-22,SETTLED
SET00000533,TRD00000533,2026-04-21,2026-04-22,SETTLED
SET00000534,TRD00000534,2026-04-21,2026-04-22,SETTLED
SET00000535,TRD00000535,2026-04-21,2026-04-22,SETTLED
SET00000536,TRD00000536,2026-04-21,2026-04-22,SETTLED
SET00000537,TRD00000537,2026-04-21,2026-04-22,SETTLED
SET00000538,TRD00000538,2026-04-21,2026-04-22,SETTLED
SET00000539,TRD00000539,2026-04-21,2026-04-22,SETTLED
SET00000540,TRD00000540,2026-04-21,2026-04-22,PENDING
SET00000541,TRD00000541,2026-04-21,2026-04-22,SETTLED
SET00000542,TRD00000542,2026-04-21,2026-04-22,SETTLED
SET00000543,TRD00000543,2026-04-21,2026-04-22,SETTLED
SET00000544,TRD00000544,2026-04-21,2026-04-22,SETTLED
SET00000545,TRD00000545,2026-04-21,2026-04-22,SETTLED
SET00000546,TRD00000546,2026-04-21,2026-04-22,SETTLED
SET00000547,TRD00000547,2026-04-21,2026-04-22,SETTLED
SET00000548,TRD00000548,2026-04-21,2026-04-22,SETTLED
SET00000549,TRD00000549,2026-04-21,2026-04-22,SETTLED
SET00000550,TRD00000550,2026-04-21,2026-04-22,PENDING
SET00000551,TRD00000551,2026-04-21,2026-04-22,SETTLED
SET00000552,TRD00000552,2026-04-21,2026-04-22,SETTLED
SET00000553,TRD00000553,2026-04-21,2026-04-22,SETTLED
SET00000554,TRD00000554,2026-04-21,2026-04-22,SETTLED
SET00000555,TRD00000555,2026-04-21,2026-04-22,SETTLED
SET00000556,TRD00000556,2026-04-21,2026-04-22,SETTLED
SET00000557,TRD00000557,2026-04-21,2026-04-22,SETTLED
SET00000558,TRD00000558,2026-04-21,2026-04-22,SETTLED
SET00000559,TRD00000559,2026-04-21,2026-04-22,SETTLED
SET00000560,TRD00000560,2026-04-21,2026-04-22,PENDING
SET00000561,TRD00000561,2026-04-21,2026-04-22,SETTLED
SET00000562,TRD00000562,2026-04-21,2026-04-22,SETTLED
SET00000563,TRD00000563,2026-04-21,2026-04-22,SETTLED
SET00000564,TRD00000564,2026-04-21,2026-04-22,SETTLED
SET00000565,TRD00000565,2026-04-21,2026-04-22,SETTLED
SET00000566,TRD00000566,2026-04-21,2026-04-22,SETTLED
SET00000567,TRD00000567,2026-04-21,2026-04-22,SETTLED
SET00000568,TRD00000568,2026-04-21,2026-04-22,SETTLED
SET00000569,TRD00000569,2026-04-21,2026-04-22,SETTLED
SET00000570,TRD00000570,2026-04-21,2026-04-22,PENDING
SET00000571,TRD00000571,2026-04-21,2026-04-22,SETTLED
SET00000572,TRD00000572,2026-04-21,2026-04-22,SETTLED
SET00000573,TRD00000573,2026-04-21,2026-04-22,SETTLED
SET00000574,TRD00000574,2026-04-21,2026-04-22,SETTLED
SET00000575,TRD00000575,2026-04-21,2026-04-22,SETTLED
SET00000576,TRD00000576,2026-04-21,2026-04-22,SETTLED
SET00000577,TRD00000577,2026-04-21,2026-04-22,SETTLED
SET00000578,TRD00000578,2026-04-21,2026-04-22,SETTLED
SET00000579,TRD00000579,2026-04-21,2026-04-22,SETTLED
SET00000580,TRD00000580,2026-04-21,2026-04-22,PENDING
SET00000581,TRD00000581,2026-04-21,2026-04-22,SETTLED
SET00000582,TRD00000582,2026-04-21,2026-04-22,SETTLED
SET00000583,TRD00000583,2026-04-21,2026-04-22,SETTLED
SET00000584,TRD00000584,2026-04-21,2026-04-22,SETTLED
SET00000585,TRD00000585,2026-04-21,2026-04-22,SETTLED
SET00000586,TRD00000586,2026-04-21,2026-04-22,SETTLED
SET00000587,TRD00000587,2026-04-21,2026-04-22,SETTLED
SET00000588,TRD00000588,2026-04-21,2026-04-22,SETTLED
SET00000589,TRD00000589,2026-04-21,2026-04-22,SETTLED
SET00000590,TRD00000590,2026-04-21,2026-04-22,PENDING
SET00000591,TRD00000591,2026-04-21,2026-04-22,SETTLED
SET00000592,TRD00000592,2026-04-21,2026-04-22,SETTLED
SET00000593,TRD00000593,2026-04-21,2026-04-22,SETTLED
SET00000594,TRD00000594,2026-04-21,2026-04-22,SETTLED
SET00000595,TRD00000595,2026-04-21,2026-04-22,SETTLED
SET00000596,TRD00000596,2026-04-21,2026-04-22,SETTLED
SET00000597,TRD00000597,2026-04-21,2026-04-22,SETTLED
SET00000598,TRD00000598,2026-04-21,2026-04-22,SETTLED
SET00000599,TRD00000599,2026-04-21,2026-04-22,SETTLED
SET00000600,TRD00000600,2026-04-21,2026-04-22,PENDING
SET00000601,TRD00000601,2026-04-21,2026-04-22,SETTLED
SET00000602,TRD00000602,2026-04-21,2026-04-22,SETTLED
SET00000603,TRD00000603,2026-04-21,2026-04-22,SETTLED
SET00000604,TRD00000604,2026-04-21,2026-04-22,SETTLED
SET00000605,TRD00000605,2026-04-21,2026-04-22,SETTLED
SET00000606,TRD00000606,2026-04-21,2026-04-22,SETTLED
SET00000607,TRD00000607,2026-04-21,2026-04-22,SETTLED
SET00000608,TRD00000608,2026-04-21,2026-04-22,SETTLED
SET00000609,TRD00000609,2026-04-21,2026-04-22,SETTLED
SET00000610,TRD00000610,2026-04-21,2026-04-22,PENDING
SET00000611,TRD00000611,2026-04-21,2026-04-22,SETTLED
SET00000612,TRD00000612,2026-04-21,2026-04-22,SETTLED
SET00000613,TRD00000613,2026-04-21,2026-04-22,SETTLED
SET00000614,TRD00000614,2026-04-21,2026-04-22,SETTLED
SET00000615,TRD00000615,2026-04-21,2026-04-22,SETTLED
SET00000616,TRD00000616,2026-04-21,2026-04-22,SETTLED
SET00000617,TRD00000617,2026-04-21,2026-04-22,SETTLED
SET00000618,TRD00000618,2026-04-21,2026-04-22,SETTLED
SET00000619,TRD00000619,2026-04-21,2026-04-22,SETTLED
SET00000620,TRD00000620,2026-04-21,2026-04-22,PENDING
SET00000621,TRD00000621,2026-04-21,2026-04-22,SETTLED
SET00000622,TRD00000622,2026-04-21,2026-04-22,SETTLED
SET00000623,TRD00000623,2026-04-21,2026-04-22,SETTLED
SET00000624,TRD00000624,2026-04-21,2026-04-22,SETTLED
SET00000625,TRD00000625,2026-04-21,2026-04-22,SETTLED
SET00000626,TRD00000626,2026-04-21,2026-04-22,SETTLED
SET00000627,TRD00000627,2026-04-21,2026-04-22,SETTLED
SET00000628,TRD00000628,2026-04-21,2026-04-22,SETTLED
SET00000629,TRD00000629,2026-04-21,2026-04-22,SETTLED
SET00000630,TRD00000630,2026-04-21,2026-04-22,PENDING
SET00000631,TRD00000631,2026-04-21,2026-04-22,SETTLED
SET00000632,TRD00000632,2026-04-21,2026-04-22,SETTLED
SET00000633,TRD00000633,2026-04-21,2026-04-22,SETTLED
SET00000634,TRD00000634,2026-04-21,2026-04-22,SETTLED
SET00000635,TRD00000635,2026-04-21,2026-04-22,SETTLED
SET00000636,TRD00000636,2026-04-21,2026-04-22,SETTLED
SET00000637,TRD00000637,2026-04-21,2026-04-22,SETTLED
SET00000638,TRD00000638,2026-04-21,2026-04-22,SETTLED
SET00000639,TRD00000639,2026-04-21,2026-04-22,SETTLED
SET00000640,TRD00000640,2026-04-21,2026-04-22,PENDING
SET00000641,TRD00000641,2026-04-21,2026-04-22,SETTLED
SET00000642,TRD00000642,2026-04-21,2026-04-22,SETTLED
SET00000643,TRD00000643,2026-04-21,2026-04-22,SETTLED
SET00000644,TRD00000644,2026-04-21,2026-04-22,SETTLED
SET00000645,TRD00000645,2026-04-21,2026-04-22,SETTLED
SET00000646,TRD00000646,2026-04-21,2026-04-22,SETTLED
SET00000647,TRD00000647,2026-04-21,2026-04-22,SETTLED
SET00000648,TRD00000648,2026-04-21,2026-04-22,SETTLED
SET00000649,TRD00000649,2026-04-21,2026-04-22,SETTLED
SET00000650,TRD00000650,2026-04-21,2026-04-22,PENDING
SET00000651,TRD00000651,2026-04-21,2026-04-22,SETTLED
SET00000652,TRD00000652,2026-04-21,2026-04-22,SETTLED
SET00000653,TRD00000653,2026-04-21,2026-04-22,SETTLED
SET00000654,TRD00000654,2026-04-21,2026-04-22,SETTLED
SET00000655,TRD00000655,2026-04-21,2026-04-22,SETTLED
SET00000656,TRD00000656,2026-04-21,2026-04-22,SETTLED
SET00000657,TRD00000657,2026-04-21,2026-04-22,SETTLED
SET00000658,TRD00000658,2026-04-21,2026-04-22,SETTLED
SET00000659,TRD00000659,2026-04-21,2026-04-22,SETTLED
SET00000660,TRD00000660,2026-04-21,2026-04-22,PENDING
SET00000661,TRD00000661,2026-04-21,2026-04-22,SETTLED
SET00000662,TRD00000662,2026-04-21,2026-04-22,SETTLED
SET00000663,TRD00000663,2026-04-21,2026-04-22,SETTLED
SET00000664,TRD00000664,2026-04-21,2026-04-22,SETTLED
SET00000665,TRD00000665,2026-04-21,2026-04-22,SETTLED
SET00000666,TRD00000666,2026-04-21,2026-04-22,SETTLED
SET00000667,TRD00000667,2026-04-21,2026-04-22,SETTLED
SET00000668,TRD00000668,2026-04-21,2026-04-22,SETTLED
SET00000669,TRD00000669,2026-04-21,2026-04-22,SETTLED
SET00000670,TRD00000670,2026-04-21,2026-04-22,PENDING
SET00000671,TRD00000671,2026-04-21,2026-04-22,SETTLED
SET00000672,TRD00000672,2026-04-21,2026-04-22,SETTLED
SET00000673,TRD00000673,2026-04-21,2026-04-22,SETTLED
SET00000674,TRD00000674,2026-04-21,2026-04-22,SETTLED
SET00000675,TRD00000675,2026-04-21,2026-04-22,SETTLED
SET00000676,TRD00000676,2026-04-21,2026-04-22,SETTLED
SET00000677,TRD00000677,2026-04-21,2026-04-22,SETTLED
SET00000678,TRD00000678,2026-04-21,2026-04-22,SETTLED
SET00000679,TRD00000679,2026-04-21,2026-04-22,SETTLED
SET00000680,TRD00000680,2026-04-21,2026-04-22,PENDING
SET00000681,TRD00000681,2026-04-21,2026-04-22,SETTLED
SET00000682,TRD00000682,2026-04-21,2026-04-22,SETTLED
SET00000683,TRD00000683,2026-04-21,2026-04-22,SETTLED
SET00000684,TRD00000684,2026-04-21,2026-04-22,SETTLED
SET00000685,TRD00000685,2026-04-21,2026-04-22,SETTLED
SET00000686,TRD00000686,2026-04-21,2026-04-22,SETTLED
SET00000687,TRD00000687,2026-04-21,2026-04-22,SETTLED
SET00000688,TRD00000688,2026-04-21,2026-04-22,SETTLED
SET00000689,TRD00000689,2026-04-21,2026-04-22,SETTLED
SET00000690,TRD00000690,2026-04-21,2026-04-22,PENDING
SET00000691,TRD00000691,2026-04-21,2026-04-22,SETTLED
SET00000692,TRD00000692,2026-04-21,2026-04-22,SETTLED
SET00000693,TRD00000693,2026-04-21,2026-04-22,SETTLED
SET00000694,TRD00000694,2026-04-21,2026-04-22,SETTLED
SET00000695,TRD00000695,2026-04-21,2026-04-22,SETTLED
SET00000696,TRD00000696,2026-04-21,2026-04-22,SETTLED
SET00000697,TRD00000697,2026-04-21,2026-04-22,SETTLED
SET00000698,TRD00000698,2026-04-21,2026-04-22,SETTLED
SET00000699,TRD00000699,2026-04-21,2026-04-22,SETTLED
SET00000700,TRD00000700,2026-04-21,2026-04-22,PENDING
SET00000701,TRD00000701,2026-04-21,2026-04-22,SETTLED
SET00000702,TRD00000702,2026-04-21,2026-04-22,SETTLED
SET00000703,TRD00000703,2026-04-21,2026-04-22,SETTLED
SET00000704,TRD00000704,2026-04-21,2026-04-22,SETTLED
SET00000705,TRD00000705,2026-04-21,2026-04-22,SETTLED
SET00000706,TRD00000706,2026-04-21,2026-04-22,SETTLED
SET00000707,TRD00000707,2026-04-21,2026-04-22,SETTLED
SET00000708,TRD00000708,2026-04-21,2026-04-22,SETTLED
SET00000709,TRD00000709,2026-04-21,2026-04-22,SETTLED
SET00000710,TRD00000710,2026-04-21,2026-04-22,PENDING
SET00000711,TRD00000711,2026-04-21,2026-04-22,SETTLED
SET00000712,TRD00000712,2026-04-21,2026-04-22,SETTLED
SET00000713,TRD00000713,2026-04-21,2026-04-22,SETTLED
SET00000714,TRD00000714,2026-04-21,2026-04-22,SETTLED
SET00000715,TRD00000715,2026-04-21,2026-04-22,SETTLED
SET00000716,TRD00000716,2026-04-21,2026-04-22,SETTLED
SET00000717,TRD00000717,2026-04-21,2026-04-22,SETTLED
SET00000718,TRD00000718,2026-04-21,2026-04-22,SETTLED
SET00000719,TRD00000719,2026-04-21,2026-04-22,SETTLED
SET00000720,TRD00000720,2026-04-21,2026-04-22,PENDING
SET00000721,TRD00000721,2026-04-21,2026-04-22,SETTLED
SET00000722,TRD00000722,2026-04-21,2026-04-22,SETTLED
SET00000723,TRD00000723,2026-04-21,2026-04-22,SETTLED
SET00000724,TRD00000724,2026-04-21,2026-04-22,SETTLED
SET00000725,TRD00000725,2026-04-21,2026-04-22,SETTLED
SET00000726,TRD00000726,2026-04-21,2026-04-22,SETTLED
SET00000727,TRD00000727,2026-04-21,2026-04-22,SETTLED
SET00000728,TRD00000728,2026-04-21,2026-04-22,SETTLED
SET00000729,TRD00000729,2026-04-21,2026-04-22,SETTLED
SET00000730,TRD00000730,2026-04-21,2026-04-22,PENDING
SET00000731,TRD00000731,2026-04-21,2026-04-22,SETTLED
SET00000732,TRD00000732,2026-04-21,2026-04-22,SETTLED
SET00000733,TRD00000733,2026-04-21,2026-04-22,SETTLED
SET00000734,TRD00000734,2026-04-21,2026-04-22,SETTLED
SET00000735,TRD00000735,2026-04-21,2026-04-22,SETTLED
SET00000736,TRD00000736,2026-04-21,2026-04-22,SETTLED
SET00000737,TRD00000737,2026-04-21,2026-04-22,SETTLED
SET00000738,TRD00000738,2026-04-21,2026-04-22,SETTLED
SET00000739,TRD00000739,2026-04-21,2026-04-22,SETTLED
SET00000740,TRD00000740,2026-04-21,2026-04-22,PENDING
SET00000741,TRD00000741,2026-04-21,2026-04-22,SETTLED
SET00000742,TRD00000742,2026-04-21,2026-04-22,SETTLED
SET00000743,TRD00000743,2026-04-21,2026-04-22,SETTLED
SET00000744,TRD00000744,2026-04-21,2026-04-22,SETTLED
SET00000745,TRD00000745,2026-04-21,2026-04-22,SETTLED
SET00000746,TRD00000746,2026-04-21,2026-04-22,SETTLED
SET00000747,TRD00000747,2026-04-21,2026-04-22,SETTLED
SET00000748,TRD00000748,2026-04-21,2026-04-22,SETTLED
SET00000749,TRD00000749,2026-04-21,2026-04-22,SETTLED
SET00000750,TRD00000750,2026-04-21,2026-04-22,PENDING
SET00000751,TRD00000751,2026-04-21,2026-04-22,SETTLED
SET00000752,TRD00000752,2026-04-21,2026-04-22,SETTLED
SET00000753,TRD00000753,2026-04-21,2026-04-22,SETTLED
SET00000754,TRD00000754,2026-04-21,2026-04-22,SETTLED
SET00000755,TRD00000755,2026-04-21,2026-04-22,SETTLED
SET00000756,TRD00000756,2026-04-21,2026-04-22,SETTLED
SET00000757,TRD00000757,2026-04-21,2026-04-22,SETTLED
SET00000758,TRD00000758,2026-04-21,2026-04-22,SETTLED
SET00000759,TRD00000759,2026-04-21,2026-04-22,SETTLED
SET00000760,TRD00000760,2026-04-21,2026-04-22,PENDING
SET00000761,TRD00000761,2026-04-21,2026-04-22,SETTLED
SET00000762,TRD00000762,2026-04-21,2026-04-22,SETTLED
SET00000763,TRD00000763,2026-04-21,2026-04-22,SETTLED
SET00000764,TRD00000764,2026-04-21,2026-04-22,SETTLED
SET00000765,TRD00000765,2026-04-21,2026-04-22,SETTLED
SET00000766,TRD00000766,2026-04-21,2026-04-22,SETTLED
SET00000767,TRD00000767,2026-04-21,2026-04-22,SETTLED
SET00000768,TRD00000768,2026-04-21,2026-04-22,SETTLED
SET00000769,TRD00000769,2026-04-21,2026-04-22,SETTLED
SET00000770,TRD00000770,2026-04-21,2026-04-22,PENDING
SET00000771,TRD00000771,2026-04-21,2026-04-22,SETTLED
SET00000772,TRD00000772,2026-04-21,2026-04-22,SETTLED
SET00000773,TRD00000773,2026-04-21,2026-04-22,SETTLED
SET00000774,TRD00000774,2026-04-21,2026-04-22,SETTLED
SET00000775,TRD00000775,2026-04-21,2026-04-22,SETTLED
SET00000776,TRD00000776,2026-04-21,2026-04-22,SETTLED
SET00000777,TRD00000777,2026-04-21,2026-04-22,SETTLED
SET00000778,TRD00000778,2026-04-21,2026-04-22,SETTLED
SET00000779,TRD00000779,2026-04-21,2026-04-22,SETTLED
SET00000780,TRD00000780,2026-04-21,2026-04-22,PENDING
SET00000781,TRD00000781,2026-04-21,2026-04-22,SETTLED
SET00000782,TRD00000782,2026-04-21,2026-04-22,SETTLED
SET00000783,TRD00000783,2026-04-21,2026-04-22,SETTLED
SET00000784,TRD00000784,2026-04-21,2026-04-22,SETTLED
SET00000785,TRD00000785,2026-04-21,2026-04-22,SETTLED
SET00000786,TRD00000786,2026-04-21,2026-04-22,SETTLED
SET00000787,TRD00000787,2026-04-21,2026-04-22,SETTLED
SET00000788,TRD00000788,2026-04-21,2026-04-22,SETTLED
SET00000789,TRD00000789,2026-04-21,2026-04-22,SETTLED
SET00000790,TRD00000790,2026-04-21,2026-04-22,PENDING
SET00000791,TRD00000791,2026-04-21,2026-04-22,SETTLED
SET00000792,TRD00000792,2026-04-21,2026-04-22,SETTLED
SET00000793,TRD00000793,2026-04-21,2026-04-22,SETTLED
SET00000794,TRD00000794,2026-04-21,2026-04-22,SETTLED
SET00000795,TRD00000795,2026-04-21,2026-04-22,SETTLED
SET00000796,TRD00000796,2026-04-21,2026-04-22,SETTLED
SET00000797,TRD00000797,2026-04-21,2026-04-22,SETTLED
SET00000798,TRD00000798,2026-04-21,2026-04-22,SETTLED
SET00000799,TRD00000799,2026-04-21,2026-04-22,SETTLED
SET00000800,TRD00000800,2026-04-21,2026-04-22,PENDING
SET00000801,TRD00000801,2026-04-21,2026-04-22,SETTLED
SET00000802,TRD00000802,2026-04-21,2026-04-22,SETTLED
SET00000803,TRD00000803,2026-04-21,2026-04-22,SETTLED
SET00000804,TRD00000804,2026-04-21,2026-04-22,SETTLED
SET00000805,TRD00000805,2026-04-21,2026-04-22,SETTLED
SET00000806,TRD00000806,2026-04-21,2026-04-22,SETTLED
SET00000807,TRD00000807,2026-04-21,2026-04-22,SETTLED
SET00000808,TRD00000808,2026-04-21,2026-04-22,SETTLED
SET00000809,TRD00000809,2026-04-21,2026-04-22,SETTLED
SET00000810,TRD00000810,2026-04-21,2026-04-22,PENDING
SET00000811,TRD00000811,2026-04-21,2026-04-22,SETTLED
SET00000812,TRD00000812,2026-04-21,2026-04-22,SETTLED
SET00000813,TRD00000813,2026-04-21,2026-04-22,SETTLED
SET00000814,TRD00000814,2026-04-21,2026-04-22,SETTLED
SET00000815,TRD00000815,2026-04-21,2026-04-22,SETTLED
SET00000816,TRD00000816,2026-04-21,2026-04-22,SETTLED
SET00000817,TRD00000817,2026-04-21,2026-04-22,SETTLED
SET00000818,TRD00000818,2026-04-21,2026-04-22,SETTLED
SET00000819,TRD00000819,2026-04-21,2026-04-22,SETTLED
SET00000820,TRD00000820,2026-04-21,2026-04-22,PENDING
SET00000821,TRD00000821,2026-04-21,2026-04-22,SETTLED
SET00000822,TRD00000822,2026-04-21,2026-04-22,SETTLED
SET00000823,TRD00000823,2026-04-21,2026-04-22,SETTLED
SET00000824,TRD00000824,2026-04-21,2026-04-22,SETTLED
SET00000825,TRD00000825,2026-04-21,2026-04-22,SETTLED
SET00000826,TRD00000826,2026-04-21,2026-04-22,SETTLED
SET00000827,TRD00000827,2026-04-21,2026-04-22,SETTLED
SET00000828,TRD00000828,2026-04-21,2026-04-22,SETTLED
SET00000829,TRD00000829,2026-04-21,2026-04-22,SETTLED
SET00000830,TRD00000830,2026-04-21,2026-04-22,PENDING
SET00000831,TRD00000831,2026-04-21,2026-04-22,SETTLED
SET00000832,TRD00000832,2026-04-21,2026-04-22,SETTLED
SET00000833,TRD00000833,2026-04-21,2026-04-22,SETTLED
SET00000834,TRD00000834,2026-04-21,2026-04-22,SETTLED
SET00000835,TRD00000835,2026-04-21,2026-04-22,SETTLED
SET00000836,TRD00000836,2026-04-21,2026-04-22,SETTLED
SET00000837,TRD00000837,2026-04-21,2026-04-22,SETTLED
SET00000838,TRD00000838,2026-04-21,2026-04-22,SETTLED
SET00000839,TRD00000839,2026-04-21,2026-04-22,SETTLED
SET00000840,TRD00000840,2026-04-21,2026-04-22,PENDING
SET00000841,TRD00000841,2026-04-21,2026-04-22,SETTLED
SET00000842,TRD00000842,2026-04-21,2026-04-22,SETTLED
SET00000843,TRD00000843,2026-04-21,2026-04-22,SETTLED
SET00000844,TRD00000844,2026-04-21,2026-04-22,SETTLED
SET00000845,TRD00000845,2026-04-21,2026-04-22,SETTLED
SET00000846,TRD00000846,2026-04-21,2026-04-22,SETTLED
SET00000847,TRD00000847,2026-04-21,2026-04-22,SETTLED
